source,composer,path,status,duplicate_of,recommended_split,total_duration,estimated_tempo,num_notes,notes_per_second
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-woo061a_mouvement_pour_pianomid.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\WoO061a Mouvement Pour Piano.mid,,30.967019616666672,115.7894833333342,90,2.9063177895092416
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-woo081_allemande.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\WoO081 Allemande.mid,,72.9,198.9528795811519,604,8.285322359396433
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-woo082_menuet.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\WoO082 Menuet.mid,,253.777524,191.7365489300287,1780,7.014017521898433
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-woo083_six_escotish_dances_for_pianomid.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\WoO083 Six Escotish Dances for Piano.mid,,245.09693605833334,169.05152942731615,1239,5.055142752601022
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-woo086_scotish.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\WoO086 Scotish.mid,,30.072899374999988,150.98270064074174,211,7.016283909605576
piano-midi.de,Beethoven,..\data\new_midi_files\piano-midi.de\Beethoven\appass_2.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Sonatas\Piano Sonata n23 op57 2mov ''Apassionata''.mid,,369.88355275000015,193.1243366959805,1981,5.355739624732474
piano-midi.de,Beethoven,..\data\new_midi_files\piano-midi.de\Beethoven\mond_1.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Sonatas\Piano Sonata n14 op27 1mov ''Moonlight''.mid,,361.9839022166672,141.04527229234452,1144,3.1603615326386896
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var10_8bars_Score2_8.mid,keep_candidate_representative,,test,15.994452441666667,179.99991000004508,255,15.943027804797318
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var12_8bars_Score2_9.mid,keep_candidate_representative,,train,22.140386460416668,82.10525631579002,66,2.9809777764266685
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var17_8bars_Score2_11.mid,keep_candidate_representative,,train,14.39875,199.99999999999997,172,11.945481378591891
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var25_8bars_Score2_14.mid,keep_candidate_representative,,train,13.082965447916665,219.99981666681967,131,10.013020405924902
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var27_8bars_Score2_15.mid,keep_candidate_representative,,dev,13.076147260416665,219.99981666681956,224,17.130428064088836
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var28_8bars_Score2_16.mid,keep_candidate_representative,,train,13.062510885416666,219.99981666681956,117,8.95693033493445
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var6_8bars_Score2_5.mid,keep_candidate_representative,,train,11.736458333333333,180.0,158,13.462323599893494
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_thema_8bars_11_1.mid,keep_unique,,train,14.94375,166.47398843930617,64,4.282726892513593
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_thema_8bars_14_1.mid,keep_unique,,test,18.139583333333334,155.67567567567536,64,3.5281957046054897
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_thema_8bars_18_1.mid,keep_unique,,train,19.92395833333333,142.75092936803,64,3.212213101897841
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_thema_8bars_19_1.mid,keep_unique,,test,15.563541666666666,135.3171495693029,64,4.112174553242755
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_thema_8bars_1_1.mid,keep_unique,,train,17.763541666666665,153.35463258785964,64,3.6028851228522845
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_thema_8bars_22_1.mid,keep_unique,,train,15.559375,172.51965555971563,64,4.113275758184375
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_thema_8bars_24_1.mid,keep_unique,,train,15.077083333333333,145.94594594594588,64,4.24485283957441
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_thema_8bars_26_1.mid,keep_unique,,train,17.709375,136.2104640851312,64,3.6139050644079758
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_thema_8bars_2_1.mid,keep_unique,,train,17.485416666666666,203.98406374501943,64,3.6601930179911832
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_thema_8bars_3_1.mid,keep_unique,,train,16.9,169.8113207547169,65,3.8461538461538463
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_thema_8bars_4_1.mid,keep_unique,,dev,15.369791666666666,177.96086508753874,64,4.16401219925449
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_thema_8bars_7_1.mid,keep_unique,,train,17.079166666666666,148.8372093023258,64,3.7472554281532084
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_thema_8bars_Score2_1.mid,keep_unique,,train,13.94875,128.00000000000003,64,4.588224751321803
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_thema_8bars_Score_1.mid,keep_unique,,test,12.141154889583333,148.48010888541322,64,5.271327199269129
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var10_8bars_11_8.mid,keep_unique,,train,16.085416666666667,202.34192037470672,257,15.977205025255795
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var10_8bars_14_8.mid,keep_unique,,dev,19.8,216.40576080150322,269,13.585858585858585
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var10_8bars_18_8.mid,keep_unique,,train,16.528125,195.79728059332513,257,15.549253166950274
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var10_8bars_19_8.mid,keep_unique,,test,15.140625,206.6985645933013,255,16.842105263157894
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var10_8bars_1_8.mid,keep_unique,,train,14.904166666666667,212.43414120126445,259,17.377690802348337
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var10_8bars_22_8.mid,keep_unique,,test,16.66875,187.01298701298708,257,15.418072740907387
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var10_8bars_24_8.mid,keep_unique,,train,17.066666666666666,183.05084745762716,255,14.94140625
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var10_8bars_26_8.mid,keep_unique,,train,18.561458333333334,187.01298701298708,255,13.738144677030135
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var10_8bars_2_8.mid,keep_unique,,dev,16.320833333333333,187.012987012987,256,15.685473576716875
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var10_8bars_3_8.mid,keep_unique,,test,17.935416666666665,196.7419863373624,257,14.329190382158208
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var10_8bars_4_8.mid,keep_unique,,dev,16.703125,201.28130460104848,255,15.266604303086996
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var10_8bars_7_8.mid,keep_unique,,train,17.527083333333334,193.6134453781511,259,14.777130631166052
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var12_8bars_11_9.mid,keep_unique,,train,19.536458333333332,108.64995957962816,66,3.378299120234604
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var12_8bars_14_9.mid,keep_unique,,train,25.894791666666666,79.61299239806495,66,2.548775091516151
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var12_8bars_18_9.mid,keep_unique,,train,27.89375,78.55973813420626,68,2.4378220927627154
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var12_8bars_19_9.mid,keep_unique,,train,23.520833333333332,95.4274353876739,66,2.8060230292294066
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var12_8bars_1_9.mid,keep_unique,,train,24.120833333333334,95.8402662229618,67,2.777681810329936
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var12_8bars_22_9.mid,keep_unique,,dev,21.839583333333334,101.20481927710847,67,3.0678240961556806
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var12_8bars_24_9.mid,keep_unique,,train,19.380208333333332,103.04114490160998,66,3.405536146197259
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var12_8bars_26_9.mid,keep_unique,,train,24.051041666666666,91.1032028469751,66,2.744163887565507
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var12_8bars_2_9.mid,keep_unique,,train,21.202083333333334,97.75137887144678,64,3.0185712881988795
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var12_8bars_3_9.mid,keep_unique,,dev,20.855208333333334,100.17391304347828,66,3.164677089056491
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var12_8bars_4_9.mid,keep_unique,,train,22.995833333333334,98.66392600205532,66,2.8700851603551367
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var12_8bars_7_9.mid,keep_unique,,dev,23.305208333333333,99.86130374479889,68,2.9178027086219998
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var15_8bars_11_10.mid,keep_unique,,train,19.354166666666668,251.11716621253413,170,8.783638320775026
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var15_8bars_14_10.mid,keep_unique,,dev,24.773958333333333,210.6583072100316,169,6.821679350796788
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var15_8bars_18_10.mid,keep_unique,,train,22.363541666666666,220.7954000958313,170,7.60165820485351
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var15_8bars_19_10.mid,keep_unique,,dev,18.848958333333332,245.52429667519274,172,9.125172699640785
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var15_8bars_1_10.mid,keep_unique,,test,20.052083333333332,226.7191479509149,166,8.278441558441559
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var15_8bars_22_10.mid,keep_unique,,train,17.738541666666666,239.8236590742101,168,9.470902577955252
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var15_8bars_24_10.mid,keep_unique,,train,19.229166666666668,246.1538461538458,169,8.788732394366196
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var15_8bars_26_10.mid,keep_unique,,train,20.233333333333334,234.037613187834,168,8.303130148270181
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var15_8bars_2_10.mid,keep_unique,,dev,16.8625,197.4534769833496,169,10.022238695329873
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var15_8bars_3_10.mid,keep_unique,,train,18.247916666666665,256.12306213195524,170,9.316131978536363
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var15_8bars_4_10.mid,keep_unique,,train,17.185416666666665,259.02192242833047,168,9.775730391562615
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var15_8bars_7_10.mid,keep_unique,,dev,16.646875,204.18949403802773,173,10.392340904824477
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var15_8bars_Score2_10.mid,keep_unique,,train,16.9396974125,255.00012750006377,170,10.035598385279009
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var15_8bars_Score_10.mid,keep_unique,,test,16.9279327125,255.00012750006377,168,9.92442508209787
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var17_8bars_11_11.mid,keep_unique,,train,17.076041666666665,188.7905604719761,173,10.131153541145611
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var17_8bars_14_11.mid,keep_unique,,train,28.334374999999998,232.31661204940738,170,5.99977941987427
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var17_8bars_18_11.mid,keep_unique,,test,19.684375,206.32835820895522,173,8.788696618510874
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var17_8bars_19_11.mid,keep_unique,,train,18.429166666666667,200.8810572687224,173,9.38729369206421
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var17_8bars_1_11.mid,keep_unique,,train,21.497916666666665,194.4303797468355,168,7.814710727783701
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var17_8bars_22_11.mid,keep_unique,,train,21.48645833333333,187.70552510739168,171,7.958500993843022
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var17_8bars_24_11.mid,keep_unique,,train,16.2125,209.57178841309832,174,10.732459521973787
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var17_8bars_26_11.mid,keep_unique,,train,21.64270833333333,196.15665288251037,171,7.901044424122829
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var17_8bars_2_11.mid,keep_unique,,test,16.872916666666665,207.6163610719322,173,10.253117668848008
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var17_8bars_3_11.mid,keep_unique,,train,17.633333333333333,181.73719376391986,169,9.584120982986768
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var17_8bars_4_11.mid,keep_unique,,train,19.855208333333334,232.6489397509262,172,8.66271444310372
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var17_8bars_7_11.mid,keep_unique,,train,21.727083333333333,200.64692709629205,173,7.9624125035957425
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var18_8bars_11_12.mid,keep_unique,,train,15.898958333333333,196.252129471891,178,11.195702024503703
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var18_8bars_14_12.mid,keep_unique,,train,20.664583333333333,191.808191808192,180,8.710555499546325
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var18_8bars_18_12.mid,keep_unique,,test,17.603125,201.53953813855838,180,10.22545712764069
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var18_8bars_19_12.mid,keep_unique,,train,16.898958333333333,201.14285714285717,178,10.533193614004809
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var18_8bars_1_12.mid,keep_unique,,train,19.08125,210.53914102954639,181,9.485751719620046
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var18_8bars_22_12.mid,keep_unique,,train,16.679166666666667,236.42893791688064,181,10.85186110417187
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var18_8bars_24_12.mid,keep_unique,,train,16.997916666666665,201.86915887850475,175,10.295379335702906
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var18_8bars_26_12.mid,keep_unique,,test,18.873958333333334,232.88409703504135,178,9.430984049892377
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var18_8bars_2_12.mid,keep_unique,,train,16.584375,211.47826086956536,177,10.672696438665913
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var18_8bars_3_12.mid,keep_unique,,test,17.93125,229.71086739780617,178,9.926803764377834
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var18_8bars_4_12.mid,keep_unique,,train,18.498958333333334,223.49206349206403,176,9.514049214482798
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var18_8bars_7_12.mid,keep_unique,,train,16.707291666666666,226.42878742062325,183,10.95330132801297
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var18_8bars_Score2_12.mid,keep_unique,,test,13.94875,230.76923076923077,176,12.617618066134957
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var18_8bars_Score_12.mid,keep_unique,,test,14.08375,230.76923076923077,176,12.496671696103665
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var23_8bars_11_13.mid,keep_unique,,train,18.409375,200.81348053457316,218,11.841792564929554
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var23_8bars_14_13.mid,keep_unique,,train,28.666666666666668,216.3786626596542,226,7.883720930232558
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var23_8bars_18_13.mid,keep_unique,,train,21.053125,196.5870307167235,223,10.592251744099746
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var23_8bars_19_13.mid,keep_unique,,test,19.957291666666666,214.50611810604724,223,11.173860848687301
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var23_8bars_1_13.mid,keep_unique,,train,18.982291666666665,213.66306027820738,220,11.589749218021183
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var23_8bars_22_13.mid,keep_unique,,train,18.9875,202.9757243539546,221,11.639236339697169
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var23_8bars_24_13.mid,keep_unique,,dev,16.339583333333334,216.86746987951815,217,13.280632411067193
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var23_8bars_26_13.mid,keep_unique,,train,24.563541666666666,200.18957345971558,226,9.200627623934524
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var23_8bars_2_13.mid,keep_unique,,train,16.441666666666666,226.90565294465247,220,13.380638621388748
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var23_8bars_3_13.mid,keep_unique,,test,18.336458333333333,206.45161290322582,220,11.99795489405215
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var23_8bars_4_13.mid,keep_unique,,train,22.539583333333333,208.9227421109905,227,10.071171087900915
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var23_8bars_7_13.mid,keep_unique,,train,19.097916666666666,203.48862883638762,226,11.833751499945457
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var23_8bars_Score2_13.mid,keep_unique,,train,13.090919999999999,219.99981666681956,228,17.416652152789876
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var23_8bars_Score_13.mid,keep_unique,,train,13.082965447916665,219.99981666681956,228,17.427241622525784
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var25_8bars_11_14.mid,keep_unique,,train,13.670833333333333,219.0552441953563,131,9.582444376714417
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var25_8bars_14_14.mid,keep_unique,,train,19.427083333333332,174.73456121343455,132,6.794638069705094
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var25_8bars_18_14.mid,keep_unique,,test,13.117708333333333,229.29936305732494,132,10.062733264512032
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var25_8bars_19_14.mid,keep_unique,,train,13.189583333333333,195.71865443425068,143,10.841889117043122
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var25_8bars_1_14.mid,keep_unique,,train,14.821875,215.0591163658991,132,8.905755850727388
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var25_8bars_22_14.mid,keep_unique,,train,13.9125,218.73417721518976,131,9.415992812219228
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var25_8bars_24_14.mid,keep_unique,,train,13.890625,222.7722772277227,132,9.50281214848144
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var25_8bars_26_14.mid,keep_unique,,train,13.594791666666666,216.7635990420802,132,9.709600796873804
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var25_8bars_2_14.mid,keep_unique,,train,12.984375,241.66666666666694,131,10.089049338146811
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var25_8bars_3_14.mid,keep_unique,,train,14.785416666666666,214.9983033593486,133,8.995350147949837
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var25_8bars_4_14.mid,keep_unique,,train,15.261458333333334,211.76470588235324,132,8.649238959797966
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var25_8bars_7_14.mid,keep_unique,,train,13.620833333333334,228.20919175911246,132,9.691037014377486
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var27_8bars_11_15.mid,keep_unique,,train,14.31875,235.90443686006824,236,16.481885639458753
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var27_8bars_14_15.mid,keep_unique,,train,14.933333333333334,207.51415337107568,230,15.401785714285714
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var27_8bars_18_15.mid,keep_unique,,dev,14.909374999999999,234.54085930918288,228,15.29239153217355
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var27_8bars_19_15.mid,keep_unique,,test,14.520833333333334,238.23053407660504,231,15.908177905308465
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var27_8bars_1_15.mid,keep_unique,,train,14.979166666666666,219.26514399205544,213,14.219749652294855
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var27_8bars_22_15.mid,keep_unique,,train,16.136458333333334,223.97072278133587,226,14.005551610612613
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var27_8bars_24_15.mid,keep_unique,,train,14.416666666666666,240.35767511177352,234,16.23121387283237
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var27_8bars_26_15.mid,keep_unique,,train,15.619791666666666,213.4998049161139,221,14.14871623874625
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var27_8bars_2_15.mid,keep_unique,,train,14.301041666666666,236.49635036496335,230,16.082744555320854
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var27_8bars_3_15.mid,keep_unique,,train,14.86875,221.1458948611931,244,16.41025641025641
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var27_8bars_4_15.mid,keep_unique,,train,14.234375,227.18446601941753,210,14.753018660812295
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var27_8bars_7_15.mid,keep_unique,,train,15.344791666666666,220.85889570552146,230,14.988799131084109
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var28_8bars_11_16.mid,keep_unique,,train,15.476041666666667,208.58768753233306,117,7.5600726930066635
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var28_8bars_14_16.mid,keep_unique,,train,20.975,199.3079584775087,117,5.578069129916567
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var28_8bars_18_16.mid,keep_unique,,train,18.545833333333334,209.41828254847647,117,6.308694675353853
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var28_8bars_19_16.mid,keep_unique,,dev,17.402083333333334,199.65337954939332,116,6.665868550221477
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var28_8bars_1_16.mid,keep_unique,,train,17.5625,206.63677130044837,118,6.7188612099644125
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var28_8bars_22_16.mid,keep_unique,,dev,19.934375,188.5090909090911,117,5.869258504467785
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var28_8bars_24_16.mid,keep_unique,,train,16.5375,213.20172732880937,117,7.074829931972788
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var28_8bars_26_16.mid,keep_unique,,dev,17.541666666666668,197.790385189609,117,6.669833729216151
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var28_8bars_2_16.mid,keep_unique,,train,18.240625,210.98901098901092,117,6.414253897550111
BigSynthPiano,Beethoven,..\data\new_midi_files\BigSynthPiano\midi\Beethoven_WoO80_var28_8bars_3_16.mid,keep_unique,,dev,16.461458333333333,209.12863070539416,117,7.107511232044549
